Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classroom,Capacity,Date (text),Start Time,Date,Timeslot (+3hr),Video Guides,Address,Subject1,Subject2,Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,[Waitlist] Form Entry,,Duplicate class,Remarks,No. Regular S,No. Signups,No. Waitlist Signups,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity | Waitlist,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
JC - JunCC<>Biology<>JC1<>DNA Structure & Replication<>Melvin<>Bukit Panjang<>BP-1 (JC)<>24<>29 May (Thu)<>5:00 PM,JC - JunCC,Biology,JC1,DNA Structure & Replication,Melvin,Bukit Panjang,BP-1 (JC),24,29 May (Thu),5:00:00 PM,5/29/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,BIO,BIO,J1,CC Type,Biology,Biology - Bukit Panjang - 29 May (Thu) 5PM,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Biology] DNA Structure & Replication - 29 May (Thu) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>Econs<>JC1<>Market Failure<>Yi Liu<>Tampines<>TP-5<>25<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Yi Liu,Tampines,TP-5,25,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 6 Jun (Fri) 1PM,[JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines,[Waitlist] [JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines,,0,,,4,0,4,4,4 | 4 | 25 | 0,16.00%,4,0,,Default,[JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tampines
JC - JunCC<>Econs<>JC1<>Market Failure<>Kane Neo<>Tan Kah Kee<>TKK-0<>30<>6 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kane Neo,Tan Kah Kee,TKK-0,30,6 Jun (Fri),1:30:00 PM,6/6/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",ECON,ECON,J1,CC Type,Economics,Econs - Tan Kah Kee - 6 Jun (Fri) 1PM,[JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Econs] Market Failure - 6 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Market Failure<>Justin<>Jurong East (CPF Building)<>JE-2<>25<>9 Jun (Mon)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Justin,Jurong East (CPF Building),JE-2,25,9 Jun (Mon),10:00:00 AM,6/9/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 9 Jun (Mon) 10AM,[JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,2,0,2,2,2 | 2 | 25 | 0,8.00%,2,0,,Default,[JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Market Failure<>Fung<>Marymount<>MM-2<>27<>9 Jun (Mon)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Fung,Marymount,MM-2,27,9 Jun (Mon),10:00:00 AM,6/9/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 9 Jun (Mon) 10AM,[JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 9 Jun (Mon) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Market Failure<>Kane Neo<>Tan Kah Kee<>TKK-0<>30<>9 Jun (Mon)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kane Neo,Tan Kah Kee,TKK-0,30,9 Jun (Mon),1:30:00 PM,6/9/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",ECON,ECON,J1,CC Type,Economics,Econs - Tan Kah Kee - 9 Jun (Mon) 1PM,[JC1 Econs] Market Failure - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Econs] Market Failure - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,1,0,1,1,1 | 1 | 30 | 0,3.33%,1,0,,Default,[JC1 Econs] Market Failure - 9 Jun (Mon) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Market Failure<>Justin<>Jurong East (CPF Building)<>JE-2<>25<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Justin,Jurong East (CPF Building),JE-2,25,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 10 Jun (Tue) 10AM,[JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,1,0,1,1,1 | 1 | 25 | 0,4.00%,1,0,,Default,[JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Market Failure<>Fung<>Marymount<>MM-2<>27<>10 Jun (Tue)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Fung,Marymount,MM-2,27,10 Jun (Tue),10:00:00 AM,6/10/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 10 Jun (Tue) 10AM,[JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 10 Jun (Tue) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Market Failure<>Justin<>Jurong East (CPF Building)<>JE-2<>25<>11 Jun (Wed)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Justin,Jurong East (CPF Building),JE-2,25,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 11 Jun (Wed) 10AM,[JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Market Failure<>Fung<>Marymount<>MM-2<>27<>11 Jun (Wed)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Fung,Marymount,MM-2,27,11 Jun (Wed),10:00:00 AM,6/11/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,ECON,ECON,J1,CC Type,Economics,Econs - Marymount - 11 Jun (Wed) 10AM,[JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Marymount,,0,,,0,0,0,0,0 | 0 | 27 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 11 Jun (Wed) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>Econs<>JC1<>Market Failure<>Caleb Lai <>Paya Lebar<>KINEX-4<>30<>11 Jun (Wed)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Caleb Lai ,Paya Lebar,KINEX-4,30,11 Jun (Wed),1:30:00 PM,6/11/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 11 Jun (Wed) 1PM,[JC1 Econs] Market Failure - 11 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Econs] Market Failure - 11 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 11 Jun (Wed) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Econs<>JC1<>Market Failure<>Kevin Heng<>Bukit Panjang<>BP-2 (JC/SS)<>12<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kevin Heng,Bukit Panjang,BP-2 (JC/SS),12,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,ECON,ECON,J1,CC Type,Economics,Econs - Bukit Panjang - 12 Jun (Thu) 1PM,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 12 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>Econs<>JC1<>Market Failure<>Eunice<>Paya Lebar<>KINEX-3 (school)<>18<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Eunice,Paya Lebar,KINEX-3 (school),18,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 12 Jun (Thu) 1PM,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,,0,,,4,0,4,3,4 | 3 | 18 | 0,16.67%,3,0,,Default,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>Econs<>JC1<>Market Failure<>Kane Neo<>Tan Kah Kee<>TKK-0<>30<>12 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kane Neo,Tan Kah Kee,TKK-0,30,12 Jun (Thu),1:30:00 PM,6/12/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",ECON,ECON,J1,CC Type,Economics,Econs - Tan Kah Kee - 12 Jun (Thu) 1PM,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 12 Jun (Thu) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Market Failure<>Kevin Heng<>Bukit Panjang<>BP-1 (JC)<>24<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kevin Heng,Bukit Panjang,BP-1 (JC),24,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,ECON,ECON,J1,CC Type,Economics,Econs - Bukit Panjang - 13 Jun (Fri) 1PM,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Bukit Panjang,[Waitlist] [JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Bukit Panjang
JC - JunCC<>Econs<>JC1<>Market Failure<>Lay Chun<>Potong Pasir<>PP-4 (L2)<>36<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Lay Chun,Potong Pasir,PP-4 (L2),36,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,ECON,ECON,J1,CC Type,Economics,Econs - Potong Pasir - 13 Jun (Fri) 1PM,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,[Waitlist] [JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir,,0,,,3,0,3,2,3 | 2 | 36 | 0,5.56%,2,0,,Default,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Potong Pasir
JC - JunCC<>Econs<>JC1<>Market Failure<>Kane Neo<>Tan Kah Kee<>TKK-0<>30<>13 Jun (Fri)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Kane Neo,Tan Kah Kee,TKK-0,30,13 Jun (Fri),1:30:00 PM,6/13/2025,01:30PM - 04:30PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",ECON,ECON,J1,CC Type,Economics,Econs - Tan Kah Kee - 13 Jun (Fri) 1PM,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,[Waitlist] [JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee,,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 13 Jun (Fri) | 01:30PM - 04:30PM | Tan Kah Kee
JC - JunCC<>Econs<>JC1<>Market Failure<>Caleb Lai <>Paya Lebar<>KINEX-2<>30<>16 Jun (Mon)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Caleb Lai ,Paya Lebar,KINEX-2,30,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 16 Jun (Mon) 10AM,[JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar,[Waitlist] [JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar,,0,,,3,0,3,3,3 | 3 | 30 | 0,10.00%,3,0,,Default,[JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Paya Lebar
JC - JunCC<>Econs<>JC1<>Market Failure<>Yi Liu<>Tampines<>TP-6<>35<>16 Jun (Mon)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Yi Liu,Tampines,TP-6,35,16 Jun (Mon),10:00:00 AM,6/16/2025,10:00AM - 01:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,ECON,ECON,J1,CC Type,Economics,Econs - Tampines - 16 Jun (Mon) 10AM,[JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Tampines,[Waitlist] [JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Tampines,,0,,,8,0,8,7,8 | 7 | 35 | 0,20.00%,7,0,,Default,[JC1 Econs] Market Failure - 16 Jun (Mon) | 10:00AM - 01:00PM | Tampines
JC - JunCC<>Econs<>JC1<>Market Failure<>Justin<>Jurong East (CPF Building)<>JE-2<>25<>17 Jun (Tue)<>10:00 AM,JC - JunCC,Econs,JC1,Market Failure,Justin,Jurong East (CPF Building),JE-2,25,17 Jun (Tue),10:00:00 AM,6/17/2025,10:00AM - 01:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,ECON,ECON,J1,CC Type,Economics,Econs - Jurong East (CPF Building) - 17 Jun (Tue) 10AM,[JC1 Econs] Market Failure - 17 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),[Waitlist] [JC1 Econs] Market Failure - 17 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 25 | 0,0.00%,0,0,,Default,[JC1 Econs] Market Failure - 17 Jun (Tue) | 10:00AM - 01:00PM | Jurong East (CPF Building)
JC - JunCC<>Econs<>JC1<>Market Failure<>Eunice<>Paya Lebar<>KINEX-2<>30<>19 Jun (Thu)<>1:30 PM,JC - JunCC,Econs,JC1,Market Failure,Eunice,Paya Lebar,KINEX-2,30,19 Jun (Thu),1:30:00 PM,6/19/2025,01:30PM - 04:30PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,ECON,ECON,J1,CC Type,Economics,Econs - Paya Lebar - 19 Jun (Thu) 1PM,[JC1 Econs] Market Failure - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,[Waitlist] [JC1 Econs] Market Failure - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar,,0,,,3,0,3,2,3 | 2 | 30 | 0,6.67%,2,0,,Default,[JC1 Econs] Market Failure - 19 Jun (Thu) | 01:30PM - 04:30PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Finn<>Marymount<>MM-2<>27<>26 May (Mon)<>5:00 PM,JC - JunCC,GP,JC1,Education,Finn,Marymount,MM-2,27,26 May (Mon),5:00:00 PM,5/26/2025,05:00PM - 08:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,GP,GP,J1,CC Type,GP,GP - Marymount - 26 May (Mon) 5PM,[JC1 GP] Education - 26 May (Mon) | 05:00PM - 08:00PM | Marymount,[Waitlist] [JC1 GP] Education - 26 May (Mon) | 05:00PM - 08:00PM | Marymount,,0,,,3,0,3,3,3 | 3 | 27 | 0,11.11%,3,0,,Default,[JC1 GP] Education - 26 May (Mon) | 05:00PM - 08:00PM | Marymount
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Jurong East (CPF Building)<>JE-1<>30<>27 May (Tue)<>5:00 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Jurong East (CPF Building),JE-1,30,27 May (Tue),5:00:00 PM,5/27/2025,05:00PM - 08:00PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,GP,GP,J1,CC Type,GP,GP - Jurong East (CPF Building) - 27 May (Tue) 5PM,[JC1 GP] Education - 27 May (Tue) | 05:00PM - 08:00PM | Jurong East (CPF Building),[Waitlist] [JC1 GP] Education - 27 May (Tue) | 05:00PM - 08:00PM | Jurong East (CPF Building),,0,,,0,0,0,0,0 | 0 | 30 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 27 May (Tue) | 05:00PM - 08:00PM | Jurong East (CPF Building)
JC - JunCC<>GP<>JC1<>Education<>Jaymi<>Paya Lebar<>KINEX-3 (school)<>18<>28 May (Wed)<>5:00 PM,JC - JunCC,GP,JC1,Education,Jaymi,Paya Lebar,KINEX-3 (school),18,28 May (Wed),5:00:00 PM,5/28/2025,05:00PM - 08:00PM,bit.ly/zenithKINEX,11 Tanjong Katong Rd #02-09 (KINEX Mall) S437157,GP,GP,J1,CC Type,GP,GP - Paya Lebar - 28 May (Wed) 5PM,[JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar,[Waitlist] [JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar,,0,,,11,0,11,9,11 | 9 | 18 | 0,50.00%,9,0,,Default,[JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Paya Lebar
JC - JunCC<>GP<>JC1<>Education<>Zach<>Tan Kah Kee<>CORO-2<>15<>28 May (Wed)<>5:00 PM,JC - JunCC,GP,JC1,Education,Zach,Tan Kah Kee,CORO-2,15,28 May (Wed),5:00:00 PM,5/28/2025,05:00PM - 08:00PM,bit.ly/zenithTKK,"587 Bukit Timah Rd, #01-05 Coronation Plaza (Beside KFC) S269707",GP,GP,J1,CC Type,GP,GP - Tan Kah Kee - 28 May (Wed) 5PM,[JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee,[Waitlist] [JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee,,0,,,3,0,3,3,3 | 3 | 15 | 0,20.00%,3,0,,Default,[JC1 GP] Education - 28 May (Wed) | 05:00PM - 08:00PM | Tan Kah Kee
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Bukit Panjang<>BP-1 (JC)<>24<>30 May (Fri)<>5:00 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Bukit Panjang,BP-1 (JC),24,30 May (Fri),5:00:00 PM,5/30/2025,05:00PM - 08:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,GP,GP,J1,CC Type,GP,GP - Bukit Panjang - 30 May (Fri) 5PM,[JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Bukit Panjang,[Waitlist] [JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Bukit Panjang,,0,,,0,0,0,0,0 | 0 | 24 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Bukit Panjang
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-1 (L1)<>18<>30 May (Fri)<>5:00 PM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-1 (L1),18,30 May (Fri),5:00:00 PM,5/30/2025,05:00PM - 08:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 30 May (Fri) 5PM,[JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir,,0,,,0,0,0,0,0 | 0 | 18 | 0,0.00%,0,0,,Default,[JC1 GP] Education - 30 May (Fri) | 05:00PM - 08:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>31 May (Sat)<>2:00 PM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,31 May (Sat),2:00:00 PM,5/31/2025,02:00PM - 05:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 31 May (Sat) 2PM,[JC1 GP] Education - 31 May (Sat) | 02:00PM - 05:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 31 May (Sat) | 02:00PM - 05:00PM | Potong Pasir,,0,,,2,0,2,2,2 | 2 | 36 | 0,5.56%,2,0,,Default,[JC1 GP] Education - 31 May (Sat) | 02:00PM - 05:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Hui Ying<>Potong Pasir<>PP-4 (L2)<>36<>2 Jun (Mon)<>10:00 AM,JC - JunCC,GP,JC1,Education,Hui Ying,Potong Pasir,PP-4 (L2),36,2 Jun (Mon),10:00:00 AM,6/2/2025,10:00AM - 01:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,GP,GP,J1,CC Type,GP,GP - Potong Pasir - 2 Jun (Mon) 10AM,[JC1 GP] Education - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,[Waitlist] [JC1 GP] Education - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir,,0,,,4,0,4,4,4 | 4 | 36 | 0,11.11%,4,0,,Default,[JC1 GP] Education - 2 Jun (Mon) | 10:00AM - 01:00PM | Potong Pasir
JC - JunCC<>GP<>JC1<>Education<>Finn<>Marymount<>MM-1<>28<>3 Jun (Tue)<>10:00 AM,JC - JunCC,GP,JC1,Education,Finn,Marymount,MM-1,28,3 Jun (Tue),10:00:00 AM,6/3/2025,10:00AM - 01:00PM,bit.ly/zenithMM,183 Upper Thomson Road  #B1-05 (Longhaus) S574429,GP,GP,J1,CC Type,GP,GP - Marymount - 3 Jun (Tue) 10AM,[JC1 GP] Education - 3 Jun (Tue) | 10:00AM - 01:00PM | Marymount,[Waitlist] [JC1 GP] Education - 3 Jun (Tue) | 10:00AM - 01:00PM | Marymount,,0,,,4,0,4,4,4 | 4 | 28 | 0,14.29%,4,0,,Default,[JC1 GP] Education - 3 Jun (Tue) | 10:00AM - 01:00PM | Marymount
JC - JunCC<>GP<>JC1<>Education<>Joey Kang<>Jurong East (CPF Building)<>JE-1<>30<>3 Jun (Tue)<>1:30 PM,JC - JunCC,GP,JC1,Education,Joey Kang,Jurong East (CPF Building),JE-1,30,3 Jun (Tue),1:30:00 PM,6/3/2025,01:30PM - 04:30PM,https://tinyurl.com/4cnf5kwu,21 Jurong Gateway Rd #02-01 (CPF Jurong Building) S608546,GP,GP,J1,CC Type,GP,GP - Jurong East (CPF Building) - 3 Jun (Tue) 1PM,[JC1 GP] Education - 3 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),[Waitlist] [JC1 GP] Education - 3 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building),,0,,,4,0,4,4,4 | 4 | 30 | 0,13.33%,4,0,,Default,[JC1 GP] Education - 3 Jun (Tue) | 01:30PM - 04:30PM | Jurong East (CPF Building)
