Scheduling code,Purpose,Subject,Level,Topic,Tutor,Centre,Classeroom,Capacity,Date (text),Start Time,Date,Timeslot (+2hr),Video Guides,Address,Subject1,Subject2,Subject(Display),Level1,CC Type,Form Question,ConfirmationMsg Template,Form Entry,,,Duplicate class,Remarks,No. Regular S,No. Signups,,Total Signups,No. Confirmed,Total Signups | Confirmed | Capacity,Confirmed Capacity%,Actual Confirmed,Attendance,Conversion,Form Controls,Form Option to Display
Sep CC - Sec<>Sec - Eng<>S1<>Personal Recount<>Matthew<>Marine Parade<>MP-5 (Pri)<>9<>06 Sep (Sat)<>11:15:00AM,Sep CC - Sec,Sec - Eng,S1,Personal Recount,Matthew,Marine Parade,MP-5 (Pri),9,06 Sep (Sat),11:15:00 AM,9/6/2025,11:15AM - 01:15PM,https://bit.ly/3B0iImz,80 Marine Parade Road #07-02 (Parkway Parade) S449269,LSEng,SEng,English,S1,Hybrid,S1 English,S1 English - Marine Parade - 06 Sep (Sat) 11:15AM,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S1 English] Marine Parade | 06 Sep (Sat) | 11:15AM - 01:15PM
"Sep CC - Sec<>Sec - C Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Daryl Ong<>Bishan<>BS-4 (Pri)<>15<>11 Sep (Thu)<>10:00 am",Sep CC - Sec,Sec - C Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Daryl Ong,Bishan,BS-4 (Pri),15,11 Sep (Thu),10:00:00 AM,9/11/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SChem(Comb),SChem,Combined Chemistry,S3,CC,S3 Chemistry,S3 Combined Chemistry - Bishan - 11 Sep (Thu) 10:00AM,[S3 Combined Chemistry] Bishan | 11 Sep (Thu) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Combined Chemistry] Bishan | 11 Sep (Thu) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - C Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Daryl Ong<>Potong Pasir<>PP-3 (L2)<>14<>09 Sep (Tue)<>1:00 pm",Sep CC - Sec,Sec - C Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Daryl Ong,Potong Pasir,PP-3 (L2),14,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SChem(Comb),SChem,Combined Chemistry,S3,CC,S3 Chemistry,S3 Combined Chemistry - Potong Pasir - 09 Sep (Tue) 1:00PM,[S3 Combined Chemistry] Potong Pasir | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 14,0.00%,0,0,,Default,[S3 Combined Chemistry] Potong Pasir | 09 Sep (Tue) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Shannon<>Tampines<>TP-2 (main)<>22<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - C Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Shannon,Tampines,TP-2 (main),22,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SChem(Comb),SChem,Combined Chemistry,S3,CC,S3 Chemistry,S3 Combined Chemistry - Tampines - 08 Sep (Mon) 10:00AM,[S3 Combined Chemistry] Tampines | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 22,0.00%,0,0,,Default,[S3 Combined Chemistry] Tampines | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - C Chem<>S3<>Chemical Bonding, Acid & Bases, Mol Calculation<>Shannon<>Tampines<>TP-3 (main)<>20<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - C Chem,S3,"Chemical Bonding, Acid & Bases, Mol Calculation",Shannon,Tampines,TP-3 (main),20,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SChem(Comb),SChem,Combined Chemistry,S3,CC,S3 Chemistry,S3 Combined Chemistry - Tampines - 10 Sep (Wed) 1:00PM,[S3 Combined Chemistry] Tampines | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 20,0.00%,0,0,,Default,[S3 Combined Chemistry] Tampines | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-4 (Pri)<>15<>09 Sep (Tue)<>1:00 pm",Sep CC - Sec,Sec - C Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-4 (Pri),15,09 Sep (Tue),1:00:00 PM,9/9/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Comb),SPhy,Combined Physics,S3,CC,S3 Physics,S3 Combined Physics - Bishan - 09 Sep (Tue) 1:00PM,[S3 Combined Physics] Bishan | 09 Sep (Tue) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 Combined Physics] Bishan | 09 Sep (Tue) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-6 (Sec)<>9<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - C Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-6 (Sec),9,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Comb),SPhy,Combined Physics,S3,CC,S3 Physics,S3 Combined Physics - Bishan - 10 Sep (Wed) 1:00PM,[S3 Combined Physics] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 9,0.00%,0,0,,Default,[S3 Combined Physics] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Bishan<>BS-5 (Sec)<>18<>11 Sep (Thu)<>1:00 pm",Sep CC - Sec,Sec - C Phy,S3,"Dynamics, Pressure, Energy",Jael,Bishan,BS-5 (Sec),18,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SPhy(Comb),SPhy,Combined Physics,S3,CC,S3 Physics,S3 Combined Physics - Bishan - 11 Sep (Thu) 1:00PM,[S3 Combined Physics] Bishan | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 Combined Physics] Bishan | 11 Sep (Thu) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Phy<>S3<>Dynamics, Pressure, Energy<>Jael<>Tampines<>TP-3 (main)<>20<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - C Phy,S3,"Dynamics, Pressure, Energy",Jael,Tampines,TP-3 (main),20,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SPhy(Comb),SPhy,Combined Physics,S3,CC,S3 Physics,S3 Combined Physics - Tampines - 08 Sep (Mon) 1:00PM,[S3 Combined Physics] Tampines | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 20,0.00%,0,0,,Default,[S3 Combined Physics] Tampines | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - C Phy<>S3<>Dynamics, Pressure, Energy<>Liu Yuan<>Tampines<>TP-7 (main)<>10<>11 Sep (Thu)<>7:00 pm",Sep CC - Sec,Sec - C Phy,S3,"Dynamics, Pressure, Energy",Liu Yuan,Tampines,TP-7 (main),10,11 Sep (Thu),7:00:00 PM,9/11/2025,07:00PM - 09:00PM,bit.ly/zenithTP,1 Tampines Central #08-10 (CPF Building) SS529508,SPhy(Comb),SPhy,Combined Physics,S3,CC,S3 Physics,S3 Combined Physics - Tampines - 11 Sep (Thu) 7:00PM,[S3 Combined Physics] Tampines | 11 Sep (Thu) | 07:00PM - 09:00PM,,,0,,,0,,0,0,0 | 0 | 10,0.00%,0,0,,Default,[S3 Combined Physics] Tampines | 11 Sep (Thu) | 07:00PM - 09:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Chen Fang<>Bishan<>BS-5 (Sec)<>18<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Chen Fang,Bishan,BS-5 (Sec),18,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Bishan - 10 Sep (Wed) 1:00PM,[S3 E Math] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 E Math] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Alicia<>Bishan<>BS-5 (Sec)<>18<>12 Sep (Fri)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Alicia,Bishan,BS-5 (Sec),18,12 Sep (Fri),10:00:00 AM,9/12/2025,10:00AM - 12:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Bishan - 12 Sep (Fri) 10:00AM,[S3 E Math] Bishan | 12 Sep (Fri) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 E Math] Bishan | 12 Sep (Fri) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>06 Sep (Sat)<>9:00:00AM",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,06 Sep (Sat),9:00:00 AM,9/6/2025,09:00AM - 11:00AM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(EM),SMath,E Math,S3,Hybrid,S3 E Math,S3 E Math - Bukit Panjang - 06 Sep (Sat) 9:00AM,[S3 E Math] Bukit Panjang | 06 Sep (Sat) | 09:00AM - 11:00AM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 E Math] Bukit Panjang | 06 Sep (Sat) | 09:00AM - 11:00AM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>07 Sep (Sun)<>9:00:00AM",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,07 Sep (Sun),9:00:00 AM,9/7/2025,09:00AM - 11:00AM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(EM),SMath,E Math,S3,Hybrid,S3 E Math,S3 E Math - Bukit Panjang - 07 Sep (Sun) 9:00AM,[S3 E Math] Bukit Panjang | 07 Sep (Sun) | 09:00AM - 11:00AM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 E Math] Bukit Panjang | 07 Sep (Sun) | 09:00AM - 11:00AM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>13 Sep (Sat)<>9:00:00AM",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,13 Sep (Sat),9:00:00 AM,9/13/2025,09:00AM - 11:00AM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(EM),SMath,E Math,S3,Hybrid,S3 E Math,S3 E Math - Bukit Panjang - 13 Sep (Sat) 9:00AM,[S3 E Math] Bukit Panjang | 13 Sep (Sat) | 09:00AM - 11:00AM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 E Math] Bukit Panjang | 13 Sep (Sat) | 09:00AM - 11:00AM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>14 Sep (Sun)<>9:00:00AM",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,14 Sep (Sun),9:00:00 AM,9/14/2025,09:00AM - 11:00AM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(EM),SMath,E Math,S3,Hybrid,S3 E Math,S3 E Math - Bukit Panjang - 14 Sep (Sun) 9:00AM,[S3 E Math] Bukit Panjang | 14 Sep (Sun) | 09:00AM - 11:00AM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 E Math] Bukit Panjang | 14 Sep (Sun) | 09:00AM - 11:00AM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Xavier Sim<>Bukit Panjang<>BP-2 (JC/SS)<>12<>14 Sep (Sun)<>4:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Xavier Sim,Bukit Panjang,BP-2 (JC/SS),12,14 Sep (Sun),4:00:00 PM,9/14/2025,04:00PM - 06:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Bukit Panjang - 14 Sep (Sun) 4:00PM,[S3 E Math] Bukit Panjang | 14 Sep (Sun) | 04:00PM - 06:00PM,,,0,,,0,,0,0,0 | 0 | 12,0.00%,0,0,,Default,[S3 E Math] Bukit Panjang | 14 Sep (Sun) | 04:00PM - 06:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Vegas Low,Buona Vista,BV-3 (L2),30,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Buona Vista - 08 Sep (Mon) 10:00AM,[S3 E Math] Buona Vista | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 E Math] Buona Vista | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Vegas Low,Buona Vista,BV-3 (L2),30,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Buona Vista - 10 Sep (Wed) 10:00AM,[S3 E Math] Buona Vista | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 E Math] Buona Vista | 10 Sep (Wed) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Vegas Low<>Buona Vista<>BV-3 (L2)<>30<>11 Sep (Thu)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Vegas Low,Buona Vista,BV-3 (L2),30,11 Sep (Thu),10:00:00 AM,9/11/2025,10:00AM - 12:00PM,bit.ly/zenithBV,35 Rochester Dr #02-23 (Rochester Mall) S138639,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Buona Vista - 11 Sep (Thu) 10:00AM,[S3 E Math] Buona Vista | 11 Sep (Thu) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 30,0.00%,0,0,,Default,[S3 E Math] Buona Vista | 11 Sep (Thu) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>William Ho<>Kovan<>KO-1<>29<>07 Sep (Sun)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",William Ho,Kovan,KO-1,29,07 Sep (Sun),1:00:00 PM,9/7/2025,01:00PM - 03:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Kovan - 07 Sep (Sun) 1:00PM,[S3 E Math] Kovan | 07 Sep (Sun) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S3 E Math] Kovan | 07 Sep (Sun) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>William Ho<>Kovan<>KO-2<>21<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",William Ho,Kovan,KO-2,21,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Kovan - 10 Sep (Wed) 10:00AM,[S3 E Math] Kovan | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 E Math] Kovan | 10 Sep (Wed) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>William Ho<>Kovan<>KO-2<>21<>10 Sep (Wed)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",William Ho,Kovan,KO-2,21,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Kovan - 10 Sep (Wed) 1:00PM,[S3 E Math] Kovan | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 21,0.00%,0,0,,Default,[S3 E Math] Kovan | 10 Sep (Wed) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>William Ho<>Kovan<>KO-1<>29<>13 Sep (Sat)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",William Ho,Kovan,KO-1,29,13 Sep (Sat),1:00:00 PM,9/13/2025,01:00PM - 03:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Kovan - 13 Sep (Sat) 1:00PM,[S3 E Math] Kovan | 13 Sep (Sat) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S3 E Math] Kovan | 13 Sep (Sat) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>William Ho<>Kovan<>KO-1<>29<>14 Sep (Sun)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",William Ho,Kovan,KO-1,29,14 Sep (Sun),1:00:00 PM,9/14/2025,01:00PM - 03:00PM,,988 Upper Serangoon Rd #01-16 (Stars of Kovan) S534733,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Kovan - 14 Sep (Sun) 1:00PM,[S3 E Math] Kovan | 14 Sep (Sun) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 29,0.00%,0,0,,Default,[S3 E Math] Kovan | 14 Sep (Sun) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Alicia<>Potong Pasir<>PP-7<>16<>08 Sep (Mon)<>1:00 pm",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Alicia,Potong Pasir,PP-7,16,08 Sep (Mon),1:00:00 PM,9/8/2025,01:00PM - 03:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Potong Pasir - 08 Sep (Mon) 1:00PM,[S3 E Math] Potong Pasir | 08 Sep (Mon) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 16,0.00%,0,0,,Default,[S3 E Math] Potong Pasir | 08 Sep (Mon) | 01:00PM - 03:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Chen Fang<>Potong Pasir<>PP-1 (L1)<>18<>09 Sep (Tue)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Chen Fang,Potong Pasir,PP-1 (L1),18,09 Sep (Tue),10:00:00 AM,9/9/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Potong Pasir - 09 Sep (Tue) 10:00AM,[S3 E Math] Potong Pasir | 09 Sep (Tue) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 E Math] Potong Pasir | 09 Sep (Tue) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Alicia<>Potong Pasir<>PP-1 (L1)<>18<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Alicia,Potong Pasir,PP-1 (L1),18,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Potong Pasir - 10 Sep (Wed) 10:00AM,[S3 E Math] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 E Math] Potong Pasir | 10 Sep (Wed) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Chen Fang<>Potong Pasir<>PP-1 (L1)<>18<>12 Sep (Fri)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Chen Fang,Potong Pasir,PP-1 (L1),18,12 Sep (Fri),10:00:00 AM,9/12/2025,10:00AM - 12:00PM,bit.ly/zenithPP,25 Tai Thong Crescent (Beside 7-11) S347856,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Potong Pasir - 12 Sep (Fri) 10:00AM,[S3 E Math] Potong Pasir | 12 Sep (Fri) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 18,0.00%,0,0,,Default,[S3 E Math] Potong Pasir | 12 Sep (Fri) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Zachary Yim<>Tan Kah Kee<>TKK-1<>14<>08 Sep (Mon)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Zachary Yim,Tan Kah Kee,TKK-1,14,08 Sep (Mon),10:00:00 AM,9/8/2025,10:00AM - 12:00PM,bit.ly/TKK607,607 Bukit Timah Road #02-01 S269708,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Tan Kah Kee - 08 Sep (Mon) 10:00AM,[S3 E Math] Tan Kah Kee | 08 Sep (Mon) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 14,0.00%,0,0,,Default,[S3 E Math] Tan Kah Kee | 08 Sep (Mon) | 10:00AM - 12:00PM
"Sep CC - Sec<>Sec - EM<>S3<>Applications of Trigonometry, Congruence and Similarity<>Zachary Yim<>Tan Kah Kee<>TKK-3<>19<>10 Sep (Wed)<>10:00 am",Sep CC - Sec,Sec - EM,S3,"Applications of Trigonometry, Congruence and Similarity",Zachary Yim,Tan Kah Kee,TKK-3,19,10 Sep (Wed),10:00:00 AM,9/10/2025,10:00AM - 12:00PM,bit.ly/TKK607,607 Bukit Timah Road #02-01 S269708,SMath(EM),SMath,E Math,S3,CC,S3 E Math,S3 E Math - Tan Kah Kee - 10 Sep (Wed) 10:00AM,[S3 E Math] Tan Kah Kee | 10 Sep (Wed) | 10:00AM - 12:00PM,,,0,,,0,,0,0,0 | 0 | 19,0.00%,0,0,,Default,[S3 E Math] Tan Kah Kee | 10 Sep (Wed) | 10:00AM - 12:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Jo-Anne<>Bishan<>BS-4 (Pri)<>15<>10 Sep (Wed)<>1:00 pm,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Jo-Anne,Bishan,BS-4 (Pri),15,10 Sep (Wed),1:00:00 PM,9/10/2025,01:00PM - 03:00PM,bit.ly/zenithBISHAN,51 Bishan Street 13 #03-01 (Bishan CC) S579799,SEng,SEng,English,S3,CC,S3 English,S3 English - Bishan - 10 Sep (Wed) 1:00PM,[S3 English] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 15,0.00%,0,0,,Default,[S3 English] Bishan | 10 Sep (Wed) | 01:00PM - 03:00PM
Sep CC - Sec<>Sec - Eng<>S3<>Situational Writing<>Jo-Anne<>Bukit Panjang<>BP-1 (JC)<>24<>11 Sep (Thu)<>1:00 pm,Sep CC - Sec,Sec - Eng,S3,Situational Writing,Jo-Anne,Bukit Panjang,BP-1 (JC),24,11 Sep (Thu),1:00:00 PM,9/11/2025,01:00PM - 03:00PM,bit.ly/zenithBP,1 Woodlands Road #01-10 (Junction10) S677899,SEng,SEng,English,S3,CC,S3 English,S3 English - Bukit Panjang - 11 Sep (Thu) 1:00PM,[S3 English] Bukit Panjang | 11 Sep (Thu) | 01:00PM - 03:00PM,,,0,,,0,,0,0,0 | 0 | 24,0.00%,0,0,,Default,[S3 English] Bukit Panjang | 11 Sep (Thu) | 01:00PM - 03:00PM
